
Current theta : [ 0.1 , 0.1 , 0.1 ] 


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0	0.6	-2.622	2.68977	0.1	0.1	0.1
0.1	-12.51	2205.92	2208.64	0.1	0.1	0.1
0.2	11017.1	-1.20463e+12	1.20463e+12	0.1	0.1	0.1
0.3	-6.02317e+12	1.96661e+38	1.96661e+38	0.1	0.1	0.1
0.4	9.83305e+38	-8.55672e+116	8.55672e+116	0.1	0.1	0.1
0.5	-4.27836e+117	-nan(ind)	nan	0.1	0.1	0.1
0.6	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
0.7	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
0.8	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
0.9	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
1	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
1.1	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
1.2	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
1.3	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
1.4	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
1.5	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
1.6	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
1.7	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
1.8	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
1.9	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
2	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
2.1	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
2.2	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
2.3	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
2.4	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
2.5	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
2.6	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
2.7	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
2.8	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
2.9	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
3	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
3.1	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
3.2	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
3.3	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
3.4	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
3.5	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
3.6	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
3.7	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
3.8	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
3.9	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
4	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
4.1	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
4.2	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
4.3	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
4.4	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
4.5	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
4.6	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
4.7	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
4.8	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
4.9	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1
5	-nan(ind)	-nan(ind)	nan	0.1	0.1	0.1


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0	0.6	-2.472	2.54377	0.15	0.1	0.1
0.1	-11.76	1857.45	1860.04	0.15	0.1	0.1
0.2	9275.51	-7.18974e+11	7.18974e+11	0.15	0.1	0.1
0.3	-3.59487e+12	4.18112e+37	4.18112e+37	0.15	0.1	0.1
0.4	2.09056e+38	-8.22298e+114	8.22298e+114	0.15	0.1	0.1
0.5	-4.11149e+115	-nan(ind)	nan	0.15	0.1	0.1
0.6	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
0.7	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
0.8	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
0.9	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
1	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
1.1	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
1.2	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
1.3	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
1.4	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
1.5	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
1.6	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
1.7	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
1.8	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
1.9	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
2	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
2.1	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
2.2	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
2.3	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
2.4	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
2.5	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
2.6	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
2.7	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
2.8	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
2.9	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
3	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
3.1	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
3.2	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
3.3	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
3.4	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
3.5	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
3.6	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
3.7	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
3.8	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
3.9	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
4	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
4.1	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
4.2	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
4.3	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
4.4	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
4.5	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
4.6	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
4.7	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
4.8	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
4.9	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1
5	-nan(ind)	-nan(ind)	nan	0.15	0.1	0.1


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0	0.6	-2.597	2.66541	0.1	0.15	0.1
0.1	-12.385	2144.92	2147.62	0.1	0.15	0.1
0.2	10712.2	-1.10739e+12	1.10739e+12	0.1	0.15	0.1
0.3	-5.53696e+12	1.52776e+38	1.52776e+38	0.1	0.15	0.1
0.4	7.63882e+38	-4.01164e+116	4.01164e+116	0.1	0.15	0.1
0.5	-2.00582e+117	-nan(ind)	nan	0.1	0.15	0.1
0.6	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
0.7	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
0.8	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
0.9	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
1	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
1.1	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
1.2	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
1.3	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
1.4	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
1.5	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
1.6	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
1.7	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
1.8	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
1.9	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
2	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
2.1	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
2.2	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
2.3	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
2.4	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
2.5	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
2.6	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
2.7	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
2.8	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
2.9	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
3	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
3.1	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
3.2	-nan(ind)	-nan(ind)	nan	0.1	0.15	0.1
