
Current theta : [ 0.144297 , -0.553031 , 0.145842 ] 


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0.77	-2.38399e-13	4.08497e-13	0.505801	0.144297	-0.503031	0.145842
0.78	1.70098e-13	-2.91464e-13	0.505801	0.144297	-0.503031	0.145842
0.79	-1.21366e-13	2.07961e-13	0.505801	0.144297	-0.503031	0.145842
0.8	8.6595e-14	-1.48381e-13	0.505801	0.144297	-0.503031	0.145842
0.81	-6.17858e-14	1.0587e-13	0.505801	0.144297	-0.503031	0.145842
0.82	4.40844e-14	-7.55388e-14	0.505801	0.144297	-0.503031	0.145842
0.83	-3.14544e-14	5.38973e-14	0.505801	0.144297	-0.503031	0.145842
0.84	2.24428e-14	-3.84559e-14	0.505801	0.144297	-0.503031	0.145842
0.85	-1.60131e-14	2.74384e-14	0.505801	0.144297	-0.503031	0.145842
0.86	1.14254e-14	-1.95774e-14	0.505801	0.144297	-0.503031	0.145842
0.87	-8.15205e-15	1.39686e-14	0.505801	0.144297	-0.503031	0.145842
0.88	5.81652e-15	-9.96662e-15	0.505801	0.144297	-0.503031	0.145842
0.89	-4.15011e-15	7.11122e-15	0.505801	0.144297	-0.503031	0.145842
0.9	2.96112e-15	-5.07388e-15	0.505801	0.144297	-0.503031	0.145842
0.91	-2.11277e-15	3.62024e-15	0.505801	0.144297	-0.503031	0.145842
0.92	1.50747e-15	-2.58305e-15	0.505801	0.144297	-0.503031	0.145842
0.93	-1.07558e-15	1.84302e-15	0.505801	0.144297	-0.503031	0.145842
0.94	7.67433e-16	-1.315e-15	0.505801	0.144297	-0.503031	0.145842
0.95	-5.47567e-16	9.38257e-16	0.505801	0.144297	-0.503031	0.145842
0.96	3.90691e-16	-6.6945e-16	0.505801	0.144297	-0.503031	0.145842
0.97	-2.78759e-16	4.77655e-16	0.505801	0.144297	-0.503031	0.145842
0.98	1.98896e-16	-3.40809e-16	0.505801	0.144297	-0.503031	0.145842
0.99	-1.41913e-16	2.43168e-16	0.505801	0.144297	-0.503031	0.145842


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0	0.2	-0.17791	0.267679	0.144297	-0.553031	0.195842
0.01	0.0220902	0.0383937	0.311974	0.144297	-0.553031	0.195842
0.02	0.0604839	-0.0618482	0.398481	0.144297	-0.553031	0.195842
0.03	-0.00136425	0.0233947	0.421915	0.144297	-0.553031	0.195842
0.04	0.0220304	-0.026388	0.456291	0.144297	-0.553031	0.195842
0.05	-0.0043576	0.0133396	0.470324	0.144297	-0.553031	0.195842
0.06	0.00898205	-0.0122589	0.485521	0.144297	-0.553031	0.195842
0.07	-0.00327685	0.00724746	0.493475	0.144297	-0.553031	0.195842
0.08	0.00397061	-0.00594019	0.50062	0.144297	-0.553031	0.195842
0.09	-0.00196957	0.00382597	0.504924	0.144297	-0.553031	0.195842
0.1	0.0018564	-0.00294371	0.508404	0.144297	-0.553031	0.195842
0.11	-0.00108731	0.00198702	0.510669	0.144297	-0.553031	0.195842
0.12	0.000899714	-0.00147676	0.512398	0.144297	-0.553031	0.195842
0.13	-0.000577042	0.00102263	0.513572	0.144297	-0.553031	0.195842
0.14	0.000445586	-0.000745828	0.514441	0.144297	-0.553031	0.195842
0.15	-0.000300242	0.000523679	0.515045	0.144297	-0.553031	0.195842
0.16	0.000223437	-0.00037806	0.515484	0.144297	-0.553031	0.195842
0.17	-0.000154623	0.000267444	0.515793	0.144297	-0.553031	0.195842
0.18	0.000112821	-0.000192021	0.516015	0.144297	-0.553031	0.195842
0.19	-7.91996e-05	0.000136384	0.516173	0.144297	-0.553031	0.195842
0.2	5.71839e-05	-9.76345e-05	0.516286	0.144297	-0.553031	0.195842
0.21	-4.04506e-05	6.9494e-05	0.516367	0.144297	-0.553031	0.195842
0.22	2.90434e-05	-4.96717e-05	0.516424	0.144297	-0.553031	0.195842
0.23	-2.06284e-05	3.53956e-05	0.516465	0.144297	-0.553031	0.195842
0.24	1.47672e-05	-2.52784e-05	0.516494	0.144297	-0.553031	0.195842
0.25	-1.05112e-05	1.8024e-05	0.516515	0.144297	-0.553031	0.195842
0.26	7.51285e-06	-1.28665e-05	0.51653	0.144297	-0.553031	0.195842
0.27	-5.35368e-06	9.17706e-06	0.516541	0.144297	-0.553031	0.195842
