
Current theta : [ 0.1 , 0.1 , 0.1 ] 


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0.85	-4.4149e-27	2.01659e-27	0.469521	0.1	0.1	0.15
0.86	-2.39832e-27	2.66263e-27	0.469521	0.1	0.1	0.15
0.87	2.64315e-28	4.27775e-28	0.469521	0.1	0.1	0.15
0.88	6.92089e-28	-5.15937e-28	0.469521	0.1	0.1	0.15
0.89	1.76153e-28	-2.87522e-28	0.469521	0.1	0.1	0.15
0.9	-1.11369e-28	2.83517e-29	0.469521	0.1	0.1	0.15
0.91	-8.30173e-29	8.18035e-29	0.469521	0.1	0.1	0.15
0.92	-1.21381e-30	2.15433e-29	0.469521	0.1	0.1	0.15
0.93	2.03295e-29	-1.29107e-29	0.469521	0.1	0.1	0.15
0.94	7.41877e-30	-9.90457e-30	0.469521	0.1	0.1	0.15
0.95	-2.4858e-30	-2.38922e-31	0.469521	0.1	0.1	0.15
0.96	-2.72472e-30	2.39252e-30	0.469521	0.1	0.1	0.15
0.97	-3.32203e-31	8.97113e-31	0.469521	0.1	0.1	0.15
0.98	5.6491e-31	-2.84141e-31	0.469521	0.1	0.1	0.15
0.99	2.80769e-31	-3.23727e-31	0.469521	0.1	0.1	0.15
