
Current theta : [ 1.08947 , -1.68103 , 0.927389 ] 


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0	0.99	-0.982295	1.39463	1.39463	1.08947	-1.68103	0.927389
1	0.980177	-0.964911	1.37543	2.77006	1.08947	-1.68103	0.927389
2	0.970528	-0.947841	1.35659	4.12665	1.08947	-1.68103	0.927389
3	0.96105	-0.931079	1.3381	5.46475	1.08947	-1.68103	0.927389
4	0.951739	-0.914619	1.31998	6.78473	1.08947	-1.68103	0.927389
5	0.942593	-0.898455	1.30219	8.08692	1.08947	-1.68103	0.927389
6	0.933608	-0.882581	1.28475	9.37167	1.08947	-1.68103	0.927389
7	0.924782	-0.866992	1.26763	10.6393	1.08947	-1.68103	0.927389
8	0.916112	-0.851681	1.25085	11.8901	1.08947	-1.68103	0.927389
9	0.907595	-0.836644	1.23438	13.1245	1.08947	-1.68103	0.927389
10	0.899229	-0.821875	1.21823	14.3428	1.08947	-1.68103	0.927389
11	0.89101	-0.807369	1.20239	15.5452	1.08947	-1.68103	0.927389
12	0.882937	-0.79312	1.18685	16.732	1.08947	-1.68103	0.927389
13	0.875005	-0.779125	1.17161	17.9036	1.08947	-1.68103	0.927389
14	0.867214	-0.765377	1.15666	19.0603	1.08947	-1.68103	0.927389
15	0.85956	-0.751873	1.142	20.2023	1.08947	-1.68103	0.927389
16	0.852042	-0.738607	1.12761	21.3299	1.08947	-1.68103	0.927389
17	0.844656	-0.725575	1.11351	22.4434	1.08947	-1.68103	0.927389
18	0.8374	-0.712774	1.09967	23.5431	1.08947	-1.68103	0.927389
19	0.830272	-0.700197	1.08611	24.6292	1.08947	-1.68103	0.927389
20	0.82327	-0.687842	1.0728	25.702	1.08947	-1.68103	0.927389
21	0.816392	-0.675703	1.05975	26.7617	1.08947	-1.68103	0.927389
22	0.809635	-0.663778	1.04695	27.8087	1.08947	-1.68103	0.927389
23	0.802997	-0.652061	1.0344	28.8431	1.08947	-1.68103	0.927389
24	0.796476	-0.640549	1.02209	29.8652	1.08947	-1.68103	0.927389
25	0.790071	-0.629239	1.01003	30.8752	1.08947	-1.68103	0.927389
26	0.783778	-0.618126	0.998193	31.8734	1.08947	-1.68103	0.927389
27	0.777597	-0.607207	0.986589	32.86	1.08947	-1.68103	0.927389
28	0.771525	-0.596478	0.975211	33.8352	1.08947	-1.68103	0.927389
29	0.76556	-0.585937	0.964056	34.7993	1.08947	-1.68103	0.927389
30	0.759701	-0.575578	0.953119	35.7524	1.08947	-1.68103	0.927389
31	0.753945	-0.565399	0.942396	36.6948	1.08947	-1.68103	0.927389
32	0.748291	-0.555397	0.931883	37.6267	1.08947	-1.68103	0.927389
33	0.742737	-0.545569	0.921577	38.5482	1.08947	-1.68103	0.927389
34	0.737281	-0.535911	0.911474	39.4597	1.08947	-1.68103	0.927389
35	0.731922	-0.52642	0.90157	40.3613	1.08947	-1.68103	0.927389
36	0.726658	-0.517093	0.891862	41.2531	1.08947	-1.68103	0.927389
37	0.721487	-0.507928	0.882346	42.1355	1.08947	-1.68103	0.927389
38	0.716408	-0.498921	0.873019	43.0085	1.08947	-1.68103	0.927389
39	0.711419	-0.490069	0.863878	43.8724	1.08947	-1.68103	0.927389
40	0.706518	-0.48137	0.854918	44.7273	1.08947	-1.68103	0.927389
41	0.701704	-0.472821	0.846138	45.5734	1.08947	-1.68103	0.927389
42	0.696976	-0.46442	0.837533	46.411	1.08947	-1.68103	0.927389
43	0.692332	-0.456162	0.8291	47.2401	1.08947	-1.68103	0.927389
44	0.68777	-0.448047	0.820838	48.0609	1.08947	-1.68103	0.927389
45	0.68329	-0.440071	0.812741	48.8736	1.08947	-1.68103	0.927389
46	0.678889	-0.432233	0.804808	49.6785	1.08947	-1.68103	0.927389
47	0.674567	-0.424529	0.797035	50.4755	1.08947	-1.68103	0.927389
48	0.670322	-0.416957	0.78942	51.2649	1.08947	-1.68103	0.927389
49	0.666152	-0.409514	0.781959	52.0469	1.08947	-1.68103	0.927389
50	0.662057	-0.4022	0.774651	52.8215	1.08947	-1.68103	0.927389
51	0.658035	-0.39501	0.767491	53.589	1.08947	-1.68103	0.927389
52	0.654085	-0.387944	0.760478	54.3495	1.08947	-1.68103	0.927389
53	0.650205	-0.380999	0.753609	55.1031	1.08947	-1.68103	0.927389
54	0.646395	-0.374172	0.746881	55.85	1.08947	-1.68103	0.927389
55	0.642654	-0.367462	0.740292	56.5903	1.08947	-1.68103	0.927389
56	0.638979	-0.360866	0.733838	57.3241	1.08947	-1.68103	0.927389
57	0.63537	-0.354383	0.727518	58.0516	1.08947	-1.68103	0.927389
58	0.631826	-0.348011	0.72133	58.773	1.08947	-1.68103	0.927389
59	0.628346	-0.341747	0.715269	59.4882	1.08947	-1.68103	0.927389
60	0.624929	-0.335591	0.709336	60.1976	1.08947	-1.68103	0.927389
61	0.621573	-0.329539	0.703526	60.9011	1.08947	-1.68103	0.927389
62	0.618278	-0.32359	0.697838	61.5989	1.08947	-1.68103	0.927389
63	0.615042	-0.317742	0.692269	62.2912	1.08947	-1.68103	0.927389
64	0.611864	-0.311994	0.686817	62.978	1.08947	-1.68103	0.927389
65	0.608744	-0.306343	0.681481	63.6595	1.08947	-1.68103	0.927389
66	0.605681	-0.300789	0.676257	64.3357	1.08947	-1.68103	0.927389
67	0.602673	-0.295329	0.671144	65.0069	1.08947	-1.68103	0.927389
68	0.59972	-0.289962	0.666139	65.673	1.08947	-1.68103	0.927389
69	0.59682	-0.284686	0.661241	66.3343	1.08947	-1.68103	0.927389
70	0.593973	-0.279499	0.656448	66.9907	1.08947	-1.68103	0.927389
71	0.591178	-0.274401	0.651757	67.6425	1.08947	-1.68103	0.927389
72	0.588434	-0.269389	0.647167	68.2896	1.08947	-1.68103	0.927389
73	0.58574	-0.264462	0.642675	68.9323	1.08947	-1.68103	0.927389
74	0.583096	-0.259618	0.638281	69.5706	1.08947	-1.68103	0.927389
75	0.5805	-0.254857	0.633981	70.2046	1.08947	-1.68103	0.927389
76	0.577951	-0.250176	0.629774	70.8344	1.08947	-1.68103	0.927389
77	0.575449	-0.245574	0.625658	71.46	1.08947	-1.68103	0.927389
78	0.572993	-0.24105	0.621632	72.0816	1.08947	-1.68103	0.927389
79	0.570583	-0.236603	0.617694	72.6993	1.08947	-1.68103	0.927389
80	0.568217	-0.232231	0.613842	73.3132	1.08947	-1.68103	0.927389
81	0.565895	-0.227933	0.610074	73.9233	1.08947	-1.68103	0.927389
82	0.563615	-0.223708	0.606389	74.5296	1.08947	-1.68103	0.927389
83	0.561378	-0.219554	0.602785	75.1324	1.08947	-1.68103	0.927389
84	0.559183	-0.21547	0.59926	75.7317	1.08947	-1.68103	0.927389
85	0.557028	-0.211455	0.595813	76.3275	1.08947	-1.68103	0.927389
86	0.554913	-0.207508	0.592443	76.9199	1.08947	-1.68103	0.927389
87	0.552838	-0.203627	0.589147	77.5091	1.08947	-1.68103	0.927389
88	0.550802	-0.199812	0.585925	78.095	1.08947	-1.68103	0.927389
89	0.548804	-0.196062	0.582774	78.6778	1.08947	-1.68103	0.927389
90	0.546843	-0.192374	0.579694	79.2575	1.08947	-1.68103	0.927389
91	0.54492	-0.188749	0.576683	79.8342	1.08947	-1.68103	0.927389
92	0.543032	-0.185185	0.57374	80.4079	1.08947	-1.68103	0.927389
93	0.54118	-0.181681	0.570863	80.9788	1.08947	-1.68103	0.927389
94	0.539363	-0.178236	0.56805	81.5468	1.08947	-1.68103	0.927389
95	0.537581	-0.174849	0.565301	82.1121	1.08947	-1.68103	0.927389
96	0.535833	-0.171519	0.562615	82.6747	1.08947	-1.68103	0.927389
97	0.534117	-0.168245	0.559989	83.2347	1.08947	-1.68103	0.927389
98	0.532435	-0.165026	0.557423	83.7922	1.08947	-1.68103	0.927389
99	0.530785	-0.161862	0.554916	84.3471	1.08947	-1.68103	0.927389


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0	0.99	-0.982285	1.39463	1.39463	1.09047	-1.68103	0.927389
1	0.980177	-0.964891	1.37541	2.77004	1.09047	-1.68103	0.927389
2	0.970528	-0.947812	1.35657	4.12661	1.09047	-1.68103	0.927389
3	0.96105	-0.931041	1.33808	5.46468	1.09047	-1.68103	0.927389
4	0.95174	-0.914572	1.31994	6.78463	1.09047	-1.68103	0.927389
5	0.942594	-0.898399	1.30215	8.08678	1.09047	-1.68103	0.927389
6	0.93361	-0.882517	1.2847	9.37149	1.09047	-1.68103	0.927389
7	0.924785	-0.866919	1.26759	10.6391	1.09047	-1.68103	0.927389
8	0.916116	-0.8516	1.2508	11.8899	1.09047	-1.68103	0.927389
9	0.9076	-0.836555	1.23433	13.1242	1.09047	-1.68103	0.927389
10	0.899234	-0.821779	1.21817	14.3424	1.09047	-1.68103	0.927389
11	0.891016	-0.807265	1.20233	15.5447	1.09047	-1.68103	0.927389
12	0.882944	-0.793009	1.18678	16.7315	1.09047	-1.68103	0.927389
13	0.875014	-0.779007	1.17154	17.903	1.09047	-1.68103	0.927389
14	0.867224	-0.765252	1.15658	19.0596	1.09047	-1.68103	0.927389
15	0.859571	-0.751741	1.14192	20.2015	1.09047	-1.68103	0.927389
16	0.852054	-0.738469	1.12753	21.329	1.09047	-1.68103	0.927389
17	0.844669	-0.725431	1.11343	22.4425	1.09047	-1.68103	0.927389
18	0.837415	-0.712623	1.09959	23.5421	1.09047	-1.68103	0.927389
19	0.830288	-0.700041	1.08602	24.6281	1.09047	-1.68103	0.927389
20	0.823288	-0.68768	1.07271	25.7008	1.09047	-1.68103	0.927389
21	0.816411	-0.675536	1.05966	26.7604	1.09047	-1.68103	0.927389
22	0.809656	-0.663605	1.04686	27.8073	1.09047	-1.68103	0.927389
23	0.80302	-0.651883	1.03431	28.8416	1.09047	-1.68103	0.927389
24	0.796501	-0.640366	1.022	29.8636	1.09047	-1.68103	0.927389
25	0.790097	-0.629051	1.00993	30.8735	1.09047	-1.68103	0.927389
26	0.783807	-0.617933	0.998095	31.8716	1.09047	-1.68103	0.927389
27	0.777627	-0.60701	0.986491	32.8581	1.09047	-1.68103	0.927389
28	0.771557	-0.596276	0.975113	33.8332	1.09047	-1.68103	0.927389
29	0.765595	-0.58573	0.963958	34.7972	1.09047	-1.68103	0.927389
30	0.759737	-0.575367	0.95302	35.7502	1.09047	-1.68103	0.927389
31	0.753984	-0.565184	0.942297	36.6925	1.09047	-1.68103	0.927389
32	0.748332	-0.555178	0.931785	37.6243	1.09047	-1.68103	0.927389
33	0.74278	-0.545346	0.921479	38.5458	1.09047	-1.68103	0.927389
34	0.737326	-0.535684	0.911377	39.4572	1.09047	-1.68103	0.927389
35	0.73197	-0.526189	0.901474	40.3586	1.09047	-1.68103	0.927389
36	0.726708	-0.516859	0.891767	41.2504	1.09047	-1.68103	0.927389
37	0.721539	-0.50769	0.882252	42.1327	1.09047	-1.68103	0.927389
38	0.716462	-0.49868	0.872926	43.0056	1.09047	-1.68103	0.927389
39	0.711475	-0.489825	0.863786	43.8694	1.09047	-1.68103	0.927389
40	0.706577	-0.481123	0.854828	44.7242	1.09047	-1.68103	0.927389
41	0.701766	-0.472571	0.846049	45.5702	1.09047	-1.68103	0.927389
42	0.69704	-0.464166	0.837446	46.4077	1.09047	-1.68103	0.927389
43	0.692399	-0.455906	0.829015	47.2367	1.09047	-1.68103	0.927389
44	0.68784	-0.447788	0.820754	48.0575	1.09047	-1.68103	0.927389
45	0.683362	-0.43981	0.81266	48.8701	1.09047	-1.68103	0.927389
46	0.678964	-0.431968	0.804729	49.6748	1.09047	-1.68103	0.927389
47	0.674644	-0.424261	0.796958	50.4718	1.09047	-1.68103	0.927389
48	0.670401	-0.416687	0.789345	51.2611	1.09047	-1.68103	0.927389
49	0.666234	-0.409242	0.781887	52.043	1.09047	-1.68103	0.927389
50	0.662142	-0.401926	0.774581	52.8176	1.09047	-1.68103	0.927389
51	0.658123	-0.394734	0.767424	53.585	1.09047	-1.68103	0.927389
52	0.654175	-0.387665	0.760414	54.3455	1.09047	-1.68103	0.927389
53	0.650299	-0.380718	0.753548	55.099	1.09047	-1.68103	0.927389
54	0.646492	-0.373889	0.746823	55.8458	1.09047	-1.68103	0.927389
55	0.642753	-0.367177	0.740236	56.5861	1.09047	-1.68103	0.927389
56	0.639081	-0.36058	0.733786	57.3198	1.09047	-1.68103	0.927389
57	0.635475	-0.354095	0.727469	58.0473	1.09047	-1.68103	0.927389
58	0.631934	-0.347721	0.721284	58.7686	1.09047	-1.68103	0.927389
59	0.628457	-0.341456	0.715227	59.4838	1.09047	-1.68103	0.927389
60	0.625042	-0.335297	0.709297	60.1931	1.09047	-1.68103	0.927389
61	0.621689	-0.329243	0.703491	60.8966	1.09047	-1.68103	0.927389
62	0.618397	-0.323293	0.697806	61.5944	1.09047	-1.68103	0.927389
63	0.615164	-0.317444	0.692241	62.2867	1.09047	-1.68103	0.927389
64	0.61199	-0.311694	0.686793	62.9735	1.09047	-1.68103	0.927389
65	0.608873	-0.306043	0.68146	63.6549	1.09047	-1.68103	0.927389
66	0.605812	-0.300487	0.67624	64.3312	1.09047	-1.68103	0.927389
67	0.602807	-0.295026	0.671131	65.0023	1.09047	-1.68103	0.927389
68	0.599857	-0.289657	0.666131	65.6684	1.09047	-1.68103	0.927389
69	0.596961	-0.28438	0.661237	66.3297	1.09047	-1.68103	0.927389
70	0.594117	-0.279192	0.656447	66.9861	1.09047	-1.68103	0.927389
71	0.591325	-0.274093	0.651761	67.6379	1.09047	-1.68103	0.927389
72	0.588584	-0.26908	0.647174	68.285	1.09047	-1.68103	0.927389
73	0.585893	-0.264151	0.642687	68.9277	1.09047	-1.68103	0.927389
74	0.583252	-0.259307	0.638297	69.566	1.09047	-1.68103	0.927389
75	0.580658	-0.254544	0.634001	70.2	1.09047	-1.68103	0.927389
76	0.578113	-0.249863	0.629798	70.8298	1.09047	-1.68103	0.927389
77	0.575614	-0.24526	0.625687	71.4555	1.09047	-1.68103	0.927389
78	0.573162	-0.240736	0.621666	72.0772	1.09047	-1.68103	0.927389
79	0.570754	-0.236288	0.617732	72.6949	1.09047	-1.68103	0.927389
80	0.568392	-0.231915	0.613884	73.3088	1.09047	-1.68103	0.927389
81	0.566072	-0.227616	0.610121	73.9189	1.09047	-1.68103	0.927389
82	0.563796	-0.22339	0.60644	74.5253	1.09047	-1.68103	0.927389
83	0.561562	-0.219235	0.60284	75.1282	1.09047	-1.68103	0.927389
84	0.55937	-0.215151	0.59932	75.7275	1.09047	-1.68103	0.927389
85	0.557219	-0.211136	0.595878	76.3234	1.09047	-1.68103	0.927389
86	0.555107	-0.207188	0.592512	76.9159	1.09047	-1.68103	0.927389
87	0.553035	-0.203307	0.589221	77.5051	1.09047	-1.68103	0.927389
88	0.551002	-0.199491	0.586004	78.0911	1.09047	-1.68103	0.927389
89	0.549007	-0.19574	0.582858	78.674	1.09047	-1.68103	0.927389
90	0.54705	-0.192052	0.579782	79.2538	1.09047	-1.68103	0.927389
91	0.545129	-0.188427	0.576776	79.8305	1.09047	-1.68103	0.927389
92	0.543245	-0.184862	0.573837	80.4044	1.09047	-1.68103	0.927389
93	0.541396	-0.181358	0.570965	80.9753	1.09047	-1.68103	0.927389
94	0.539583	-0.177912	0.568157	81.5435	1.09047	-1.68103	0.927389
95	0.537804	-0.174525	0.565413	82.1089	1.09047	-1.68103	0.927389
96	0.536059	-0.171195	0.562731	82.6716	1.09047	-1.68103	0.927389
97	0.534347	-0.167921	0.56011	83.2318	1.09047	-1.68103	0.927389
98	0.532667	-0.164702	0.557549	83.7893	1.09047	-1.68103	0.927389
99	0.53102	-0.161537	0.555047	84.3444	1.09047	-1.68103	0.927389


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0	0.99	-0.982305	1.39464	1.39464	1.08947	-1.68003	0.927389
1	0.980177	-0.96493	1.37544	2.77008	1.08947	-1.68003	0.927389
2	0.970528	-0.94787	1.35661	4.12669	1.08947	-1.68003	0.927389
3	0.961049	-0.931117	1.33813	5.46482	1.08947	-1.68003	0.927389
4	0.951738	-0.914666	1.32001	6.78483	1.08947	-1.68003	0.927389
5	0.942591	-0.89851	1.30223	8.08705	1.08947	-1.68003	0.927389
6	0.933606	-0.882644	1.28479	9.37184	1.08947	-1.68003	0.927389
7	0.92478	-0.867063	1.26768	10.6395	1.08947	-1.68003	0.927389
8	0.916109	-0.85176	1.2509	11.8904	1.08947	-1.68003	0.927389
9	0.907591	-0.83673	1.23444	13.1249	1.08947	-1.68003	0.927389
10	0.899224	-0.821967	1.21829	14.3432	1.08947	-1.68003	0.927389
11	0.891004	-0.807468	1.20245	15.5456	1.08947	-1.68003	0.927389
12	0.88293	-0.793226	1.18692	16.7325	1.08947	-1.68003	0.927389
13	0.874997	-0.779236	1.17168	17.9042	1.08947	-1.68003	0.927389
14	0.867205	-0.765495	1.15673	19.0609	1.08947	-1.68003	0.927389
15	0.85955	-0.751996	1.14207	20.203	1.08947	-1.68003	0.927389
16	0.85203	-0.738736	1.12769	21.3307	1.08947	-1.68003	0.927389
17	0.844643	-0.72571	1.11359	22.4443	1.08947	-1.68003	0.927389
18	0.837386	-0.712913	1.09975	23.544	1.08947	-1.68003	0.927389
19	0.830257	-0.700341	1.08619	24.6302	1.08947	-1.68003	0.927389
20	0.823253	-0.68799	1.07288	25.7031	1.08947	-1.68003	0.927389
21	0.816373	-0.675856	1.05983	26.7629	1.08947	-1.68003	0.927389
22	0.809615	-0.663935	1.04704	27.81	1.08947	-1.68003	0.927389
23	0.802975	-0.652223	1.03449	28.8445	1.08947	-1.68003	0.927389
24	0.796453	-0.640715	1.02218	29.8666	1.08947	-1.68003	0.927389
25	0.790046	-0.629408	1.01011	30.8768	1.08947	-1.68003	0.927389
26	0.783752	-0.618299	0.998279	31.875	1.08947	-1.68003	0.927389
27	0.777569	-0.607383	0.986675	32.8617	1.08947	-1.68003	0.927389
28	0.771495	-0.596658	0.975297	33.837	1.08947	-1.68003	0.927389
29	0.765529	-0.586119	0.964142	34.8011	1.08947	-1.68003	0.927389
30	0.759667	-0.575763	0.953204	35.7544	1.08947	-1.68003	0.927389
31	0.75391	-0.565587	0.94248	36.6968	1.08947	-1.68003	0.927389
32	0.748254	-0.555588	0.931967	37.6288	1.08947	-1.68003	0.927389
33	0.742698	-0.545762	0.92166	38.5505	1.08947	-1.68003	0.927389
34	0.73724	-0.536106	0.911555	39.462	1.08947	-1.68003	0.927389
35	0.731879	-0.526618	0.90165	40.3637	1.08947	-1.68003	0.927389
36	0.726613	-0.517293	0.891941	41.2556	1.08947	-1.68003	0.927389
37	0.72144	-0.50813	0.882424	42.138	1.08947	-1.68003	0.927389
38	0.716359	-0.499124	0.873095	43.0111	1.08947	-1.68003	0.927389
39	0.711368	-0.490274	0.863952	43.8751	1.08947	-1.68003	0.927389
