Something 


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
1117	1.3187e-06	1.3187e-06	1.86493e-06	14.0005	0	1
1118	1.30552e-06	1.30552e-06	1.84628e-06	14.0005	0	1
1119	1.29246e-06	1.29246e-06	1.82782e-06	14.0005	0	1
1120	1.27954e-06	1.27954e-06	1.80954e-06	14.0005	0	1
1121	1.26674e-06	1.26674e-06	1.79144e-06	14.0005	0	1
1122	1.25408e-06	1.25408e-06	1.77353e-06	14.0005	0	1
1123	1.24153e-06	1.24153e-06	1.75579e-06	14.0005	0	1
1124	1.22912e-06	1.22912e-06	1.73824e-06	14.0005	0	1
1125	1.21683e-06	1.21683e-06	1.72085e-06	14.0005	0	1
1126	1.20466e-06	1.20466e-06	1.70365e-06	14.0005	0	1
1127	1.19261e-06	1.19261e-06	1.68661e-06	14.0005	0	1
1128	1.18069e-06	1.18069e-06	1.66974e-06	14.0005	0	1
1129	1.16888e-06	1.16888e-06	1.65305e-06	14.0006	0	1
1130	1.15719e-06	1.15719e-06	1.63652e-06	14.0006	0	1
1131	1.14562e-06	1.14562e-06	1.62015e-06	14.0006	0	1
1132	1.13416e-06	1.13416e-06	1.60395e-06	14.0006	0	1
1133	1.12282e-06	1.12282e-06	1.58791e-06	14.0006	0	1
1134	1.11159e-06	1.11159e-06	1.57203e-06	14.0006	0	1
1135	1.10048e-06	1.10048e-06	1.55631e-06	14.0006	0	1
1136	1.08947e-06	1.08947e-06	1.54075e-06	14.0006	0	1
1137	1.07858e-06	1.07858e-06	1.52534e-06	14.0006	0	1
1138	1.06779e-06	1.06779e-06	1.51009e-06	14.0006	0	1
1139	1.05711e-06	1.05711e-06	1.49499e-06	14.0006	0	1
1140	1.04654e-06	1.04654e-06	1.48004e-06	14.0006	0	1
1141	1.03608e-06	1.03608e-06	1.46523e-06	14.0006	0	1
1142	1.02572e-06	1.02572e-06	1.45058e-06	14.0006	0	1
1143	1.01546e-06	1.01546e-06	1.43608e-06	14.0006	0	1
1144	1.0053e-06	1.0053e-06	1.42172e-06	14.0006	0	1
1145	9.95252e-07	9.95252e-07	1.4075e-06	14.0006	0	1
1146	9.85299e-07	9.85299e-07	1.39342e-06	14.0006	0	1
1147	9.75446e-07	9.75446e-07	1.37949e-06	14.0006	0	1
1148	9.65692e-07	9.65692e-07	1.36569e-06	14.0006	0	1
1149	9.56035e-07	9.56035e-07	1.35204e-06	14.0006	0	1
1150	9.46475e-07	9.46475e-07	1.33852e-06	14.0006	0	1
1151	9.3701e-07	9.3701e-07	1.32513e-06	14.0006	0	1
1152	9.2764e-07	9.2764e-07	1.31188e-06	14.0006	0	1
1153	9.18363e-07	9.18363e-07	1.29876e-06	14.0006	0	1
1154	9.0918e-07	9.0918e-07	1.28577e-06	14.0006	0	1
1155	9.00088e-07	9.00088e-07	1.27292e-06	14.0006	0	1
1156	8.91087e-07	8.91087e-07	1.26019e-06	14.0006	0	1
1157	8.82176e-07	8.82176e-07	1.24759e-06	14.0006	0	1
1158	8.73354e-07	8.73354e-07	1.23511e-06	14.0006	0	1
1159	8.64621e-07	8.64621e-07	1.22276e-06	14.0006	0	1
1160	8.55975e-07	8.55975e-07	1.21053e-06	14.0006	0	1
1161	8.47415e-07	8.47415e-07	1.19843e-06	14.0006	0	1
1162	8.38941e-07	8.38941e-07	1.18644e-06	14.0006	0	1
1163	8.30551e-07	8.30551e-07	1.17458e-06	14.0006	0	1
1164	8.22246e-07	8.22246e-07	1.16283e-06	14.0006	0	1
1165	8.14023e-07	8.14023e-07	1.1512e-06	14.0006	0	1
1166	8.05883e-07	8.05883e-07	1.13969e-06	14.0006	0	1
1167	7.97824e-07	7.97824e-07	1.12829e-06	14.0006	0	1
1168	7.89846e-07	7.89846e-07	1.11701e-06	14.0006	0	1
1169	7.81948e-07	7.81948e-07	1.10584e-06	14.0006	0	1
1170	7.74128e-07	7.74128e-07	1.09478e-06	14.0006	0	1
1171	7.66387e-07	7.66387e-07	1.08383e-06	14.0006	0	1
1172	7.58723e-07	7.58723e-07	1.073e-06	14.0006	0	1
1173	7.51136e-07	7.51136e-07	1.06227e-06	14.0006	0	1
1174	7.43624e-07	7.43624e-07	1.05164e-06	14.0006	0	1
1175	7.36188e-07	7.36188e-07	1.04113e-06	14.0006	0	1
1176	7.28826e-07	7.28826e-07	1.03072e-06	14.0006	0	1
1177	7.21538e-07	7.21538e-07	1.02041e-06	14.0006	0	1
1178	7.14323e-07	7.14323e-07	1.0102e-06	14.0006	0	1
1179	7.07179e-07	7.07179e-07	1.0001e-06	14.0006	0	1
1180	7.00108e-07	7.00108e-07	9.90102e-07	14.0006	0	1
1181	6.93107e-07	6.93107e-07	9.80201e-07	14.0006	0	1
1182	6.86176e-07	6.86176e-07	9.70399e-07	14.0006	0	1
1183	6.79314e-07	6.79314e-07	9.60695e-07	14.0006	0	1
1184	6.72521e-07	6.72521e-07	9.51088e-07	14.0006	0	1
1185	6.65795e-07	6.65795e-07	9.41577e-07	14.0006	0	1
1186	6.59137e-07	6.59137e-07	9.32161e-07	14.0006	0	1
1187	6.52546e-07	6.52546e-07	9.2284e-07	14.0006	0	1
1188	6.46021e-07	6.46021e-07	9.13611e-07	14.0006	0	1
1189	6.3956e-07	6.3956e-07	9.04475e-07	14.0006	0	1
1190	6.33165e-07	6.33165e-07	8.9543e-07	14.0006	0	1
1191	6.26833e-07	6.26833e-07	8.86476e-07	14.0006	0	1
1192	6.20565e-07	6.20565e-07	8.77611e-07	14.0006	0	1
1193	6.14359e-07	6.14359e-07	8.68835e-07	14.0006	0	1
1194	6.08216e-07	6.08216e-07	8.60147e-07	14.0006	0	1
1195	6.02133e-07	6.02133e-07	8.51545e-07	14.0006	0	1
1196	5.96112e-07	5.96112e-07	8.4303e-07	14.0006	0	1
1197	5.90151e-07	5.90151e-07	8.346e-07	14.0006	0	1
1198	5.84249e-07	5.84249e-07	8.26254e-07	14.0006	0	1
1199	5.78407e-07	5.78407e-07	8.17991e-07	14.0006	0	1
1200	5.72623e-07	5.72623e-07	8.09811e-07	14.0006	0	1
1201	5.66897e-07	5.66897e-07	8.01713e-07	14.0006	0	1
1202	5.61228e-07	5.61228e-07	7.93696e-07	14.0006	0	1
1203	5.55615e-07	5.55615e-07	7.85759e-07	14.0006	0	1
1204	5.50059e-07	5.50059e-07	7.77901e-07	14.0006	0	1
1205	5.44559e-07	5.44559e-07	7.70122e-07	14.0006	0	1
1206	5.39113e-07	5.39113e-07	7.62421e-07	14.0006	0	1
1207	5.33722e-07	5.33722e-07	7.54797e-07	14.0006	0	1
1208	5.28385e-07	5.28385e-07	7.47249e-07	14.0006	0	1
1209	5.23101e-07	5.23101e-07	7.39776e-07	14.0006	0	1
1210	5.1787e-07	5.1787e-07	7.32379e-07	14.0006	0	1
1211	5.12691e-07	5.12691e-07	7.25055e-07	14.0006	0	1
1212	5.07564e-07	5.07564e-07	7.17804e-07	14.0006	0	1
1213	5.02489e-07	5.02489e-07	7.10626e-07	14.0006	0	1
1214	4.97464e-07	4.97464e-07	7.0352e-07	14.0006	0	1
1215	4.92489e-07	4.92489e-07	6.96485e-07	14.0006	0	1
1216	4.87564e-07	4.87564e-07	6.8952e-07	14.0006	0	1
1217	4.82689e-07	4.82689e-07	6.82625e-07	14.0006	0	1
1218	4.77862e-07	4.77862e-07	6.75798e-07	14.0006	0	1
1219	4.73083e-07	4.73083e-07	6.6904e-07	14.0006	0	1
1220	4.68352e-07	4.68352e-07	6.6235e-07	14.0006	0	1
1221	4.63669e-07	4.63669e-07	6.55727e-07	14.0006	0	1
1222	4.59032e-07	4.59032e-07	6.49169e-07	14.0006	0	1
1223	4.54442e-07	4.54442e-07	6.42678e-07	14.0007	0	1
1224	4.49897e-07	4.49897e-07	6.36251e-07	14.0007	0	1
1225	4.45398e-07	4.45398e-07	6.29888e-07	14.0007	0	1
1226	4.40944e-07	4.40944e-07	6.23589e-07	14.0007	0	1
1227	4.36535e-07	4.36535e-07	6.17354e-07	14.0007	0	1
1228	4.3217e-07	4.3217e-07	6.1118e-07	14.0007	0	1
1229	4.27848e-07	4.27848e-07	6.05068e-07	14.0007	0	1
1230	4.23569e-07	4.23569e-07	5.99018e-07	14.0007	0	1
1231	4.19334e-07	4.19334e-07	5.93027e-07	14.0007	0	1
1232	4.1514e-07	4.1514e-07	5.87097e-07	14.0007	0	1
1233	4.10989e-07	4.10989e-07	5.81226e-07	14.0007	0	1
1234	4.06879e-07	4.06879e-07	5.75414e-07	14.0007	0	1
1235	4.0281e-07	4.0281e-07	5.6966e-07	14.0007	0	1
1236	3.98782e-07	3.98782e-07	5.63963e-07	14.0007	0	1
1237	3.94794e-07	3.94794e-07	5.58324e-07	14.0007	0	1
1238	3.90846e-07	3.90846e-07	5.5274e-07	14.0007	0	1
1239	3.86938e-07	3.86938e-07	5.47213e-07	14.0007	0	1
1240	3.83069e-07	3.83069e-07	5.41741e-07	14.0007	0	1
1241	3.79238e-07	3.79238e-07	5.36323e-07	14.0007	0	1
1242	3.75445e-07	3.75445e-07	5.3096e-07	14.0007	0	1
1243	3.71691e-07	3.71691e-07	5.2565e-07	14.0007	0	1
1244	3.67974e-07	3.67974e-07	5.20394e-07	14.0007	0	1
1245	3.64294e-07	3.64294e-07	5.1519e-07	14.0007	0	1
1246	3.60651e-07	3.60651e-07	5.10038e-07	14.0007	0	1
1247	3.57045e-07	3.57045e-07	5.04938e-07	14.0007	0	1
1248	3.53474e-07	3.53474e-07	4.99888e-07	14.0007	0	1
1249	3.4994e-07	3.4994e-07	4.9489e-07	14.0007	0	1
1250	3.4644e-07	3.4644e-07	4.89941e-07	14.0007	0	1
1251	3.42976e-07	3.42976e-07	4.85041e-07	14.0007	0	1
1252	3.39546e-07	3.39546e-07	4.80191e-07	14.0007	0	1
1253	3.36151e-07	3.36151e-07	4.75389e-07	14.0007	0	1
1254	3.32789e-07	3.32789e-07	4.70635e-07	14.0007	0	1
1255	3.29461e-07	3.29461e-07	4.65929e-07	14.0007	0	1
1256	3.26167e-07	3.26167e-07	4.61269e-07	14.0007	0	1
1257	3.22905e-07	3.22905e-07	4.56657e-07	14.0007	0	1
1258	3.19676e-07	3.19676e-07	4.5209e-07	14.0007	0	1
1259	3.16479e-07	3.16479e-07	4.47569e-07	14.0007	0	1
1260	3.13314e-07	3.13314e-07	4.43094e-07	14.0007	0	1
1261	3.10181e-07	3.10181e-07	4.38663e-07	14.0007	0	1
1262	3.07079e-07	3.07079e-07	4.34276e-07	14.0007	0	1
1263	3.04009e-07	3.04009e-07	4.29933e-07	14.0007	0	1
1264	3.00969e-07	3.00969e-07	4.25634e-07	14.0007	0	1
1265	2.97959e-07	2.97959e-07	4.21378e-07	14.0007	0	1
1266	2.94979e-07	2.94979e-07	4.17164e-07	14.0007	0	1
1267	2.9203e-07	2.9203e-07	4.12992e-07	14.0007	0	1
1268	2.89109e-07	2.89109e-07	4.08862e-07	14.0007	0	1
1269	2.86218e-07	2.86218e-07	4.04774e-07	14.0007	0	1
1270	2.83356e-07	2.83356e-07	4.00726e-07	14.0007	0	1
1271	2.80522e-07	2.80522e-07	3.96719e-07	14.0007	0	1
1272	2.77717e-07	2.77717e-07	3.92751e-07	14.0007	0	1
1273	2.7494e-07	2.7494e-07	3.88824e-07	14.0007	0	1
1274	2.72191e-07	2.72191e-07	3.84936e-07	14.0007	0	1
1275	2.69469e-07	2.69469e-07	3.81086e-07	14.0007	0	1
1276	2.66774e-07	2.66774e-07	3.77275e-07	14.0007	0	1
1277	2.64106e-07	2.64106e-07	3.73503e-07	14.0007	0	1
1278	2.61465e-07	2.61465e-07	3.69768e-07	14.0007	0	1
1279	2.58851e-07	2.58851e-07	3.6607e-07	14.0007	0	1
1280	2.56262e-07	2.56262e-07	3.62409e-07	14.0007	0	1
1281	2.53699e-07	2.53699e-07	3.58785e-07	14.0007	0	1
1282	2.51162e-07	2.51162e-07	3.55197e-07	14.0007	0	1
1283	2.48651e-07	2.48651e-07	3.51645e-07	14.0007	0	1
1284	2.46164e-07	2.46164e-07	3.48129e-07	14.0007	0	1
1285	2.43703e-07	2.43703e-07	3.44648e-07	14.0007	0	1
1286	2.41266e-07	2.41266e-07	3.41201e-07	14.0007	0	1
1287	2.38853e-07	2.38853e-07	3.37789e-07	14.0007	0	1
1288	2.36464e-07	2.36464e-07	3.34411e-07	14.0007	0	1
1289	2.341e-07	2.341e-07	3.31067e-07	14.0007	0	1
1290	2.31759e-07	2.31759e-07	3.27756e-07	14.0007	0	1
1291	2.29441e-07	2.29441e-07	3.24479e-07	14.0007	0	1
1292	2.27147e-07	2.27147e-07	3.21234e-07	14.0007	0	1
1293	2.24875e-07	2.24875e-07	3.18022e-07	14.0007	0	1
1294	2.22627e-07	2.22627e-07	3.14842e-07	14.0007	0	1
1295	2.204e-07	2.204e-07	3.11693e-07	14.0007	0	1
1296	2.18196e-07	2.18196e-07	3.08576e-07	14.0007	0	1
1297	2.16014e-07	2.16014e-07	3.0549e-07	14.0007	0	1
1298	2.13854e-07	2.13854e-07	3.02436e-07	14.0007	0	1
1299	2.11716e-07	2.11716e-07	2.99411e-07	14.0007	0	1
1300	2.09599e-07	2.09599e-07	2.96417e-07	14.0007	0	1
1301	2.07503e-07	2.07503e-07	2.93453e-07	14.0007	0	1
1302	2.05427e-07	2.05427e-07	2.90518e-07	14.0007	0	1
1303	2.03373e-07	2.03373e-07	2.87613e-07	14.0007	0	1
1304	2.01339e-07	2.01339e-07	2.84737e-07	14.0007	0	1
1305	1.99326e-07	1.99326e-07	2.8189e-07	14.0007	0	1
1306	1.97333e-07	1.97333e-07	2.79071e-07	14.0007	0	1
1307	1.95359e-07	1.95359e-07	2.7628e-07	14.0007	0	1
1308	1.93406e-07	1.93406e-07	2.73517e-07	14.0007	0	1
1309	1.91472e-07	1.91472e-07	2.70782e-07	14.0007	0	1
1310	1.89557e-07	1.89557e-07	2.68074e-07	14.0007	0	1
1311	1.87662e-07	1.87662e-07	2.65394e-07	14.0007	0	1
1312	1.85785e-07	1.85785e-07	2.6274e-07	14.0007	0	1
1313	1.83927e-07	1.83927e-07	2.60112e-07	14.0007	0	1
1314	1.82088e-07	1.82088e-07	2.57511e-07	14.0007	0	1
1315	1.80267e-07	1.80267e-07	2.54936e-07	14.0007	0	1
1316	1.78464e-07	1.78464e-07	2.52387e-07	14.0007	0	1
1317	1.7668e-07	1.7668e-07	2.49863e-07	14.0007	0	1
1318	1.74913e-07	1.74913e-07	2.47364e-07	14.0007	0	1
1319	1.73164e-07	1.73164e-07	2.4489e-07	14.0007	0	1
1320	1.71432e-07	1.71432e-07	2.42442e-07	14.0007	0	1
1321	1.69718e-07	1.69718e-07	2.40017e-07	14.0007	0	1
1322	1.68021e-07	1.68021e-07	2.37617e-07	14.0007	0	1
1323	1.6634e-07	1.6634e-07	2.35241e-07	14.0007	0	1
1324	1.64677e-07	1.64677e-07	2.32888e-07	14.0007	0	1
1325	1.6303e-07	1.6303e-07	2.3056e-07	14.0007	0	1
1326	1.614e-07	1.614e-07	2.28254e-07	14.0007	0	1
1327	1.59786e-07	1.59786e-07	2.25971e-07	14.0007	0	1
1328	1.58188e-07	1.58188e-07	2.23712e-07	14.0007	0	1
1329	1.56606e-07	1.56606e-07	2.21475e-07	14.0007	0	1
1330	1.5504e-07	1.5504e-07	2.1926e-07	14.0007	0	1
1331	1.5349e-07	1.5349e-07	2.17067e-07	14.0007	0	1
1332	1.51955e-07	1.51955e-07	2.14897e-07	14.0007	0	1
1333	1.50435e-07	1.50435e-07	2.12748e-07	14.0007	0	1
1334	1.48931e-07	1.48931e-07	2.1062e-07	14.0007	0	1
1335	1.47442e-07	1.47442e-07	2.08514e-07	14.0007	0	1
1336	1.45967e-07	1.45967e-07	2.06429e-07	14.0007	0	1
1337	1.44507e-07	1.44507e-07	2.04364e-07	14.0007	0	1
1338	1.43062e-07	1.43062e-07	2.02321e-07	14.0007	0	1
1339	1.41632e-07	1.41632e-07	2.00298e-07	14.0007	0	1
1340	1.40215e-07	1.40215e-07	1.98295e-07	14.0007	0	1
1341	1.38813e-07	1.38813e-07	1.96312e-07	14.0007	0	1
1342	1.37425e-07	1.37425e-07	1.94349e-07	14.0007	0	1
1343	1.36051e-07	1.36051e-07	1.92405e-07	14.0007	0	1
1344	1.3469e-07	1.3469e-07	1.90481e-07	14.0007	0	1
1345	1.33344e-07	1.33344e-07	1.88576e-07	14.0007	0	1
1346	1.3201e-07	1.3201e-07	1.8669e-07	14.0007	0	1
1347	1.3069e-07	1.3069e-07	1.84824e-07	14.0007	0	1
1348	1.29383e-07	1.29383e-07	1.82975e-07	14.0007	0	1
1349	1.28089e-07	1.28089e-07	1.81146e-07	14.0007	0	1
1350	1.26808e-07	1.26808e-07	1.79334e-07	14.0007	0	1
1351	1.2554e-07	1.2554e-07	1.77541e-07	14.0007	0	1
1352	1.24285e-07	1.24285e-07	1.75765e-07	14.0007	0	1
1353	1.23042e-07	1.23042e-07	1.74008e-07	14.0007	0	1
1354	1.21812e-07	1.21812e-07	1.72268e-07	14.0007	0	1
1355	1.20593e-07	1.20593e-07	1.70545e-07	14.0007	0	1
1356	1.19388e-07	1.19388e-07	1.6884e-07	14.0007	0	1
1357	1.18194e-07	1.18194e-07	1.67151e-07	14.0007	0	1
1358	1.17012e-07	1.17012e-07	1.6548e-07	14.0007	0	1
1359	1.15842e-07	1.15842e-07	1.63825e-07	14.0007	0	1
1360	1.14683e-07	1.14683e-07	1.62187e-07	14.0007	0	1
1361	1.13536e-07	1.13536e-07	1.60565e-07	14.0007	0	1
1362	1.12401e-07	1.12401e-07	1.58959e-07	14.0007	0	1
1363	1.11277e-07	1.11277e-07	1.57369e-07	14.0007	0	1
1364	1.10164e-07	1.10164e-07	1.55796e-07	14.0007	0	1
1365	1.09063e-07	1.09063e-07	1.54238e-07	14.0007	0	1
1366	1.07972e-07	1.07972e-07	1.52695e-07	14.0007	0	1
1367	1.06892e-07	1.06892e-07	1.51168e-07	14.0007	0	1
1368	1.05823e-07	1.05823e-07	1.49657e-07	14.0007	0	1
1369	1.04765e-07	1.04765e-07	1.4816e-07	14.0007	0	1
1370	1.03717e-07	1.03717e-07	1.46679e-07	14.0007	0	1
1371	1.0268e-07	1.0268e-07	1.45212e-07	14.0007	0	1
1372	1.01653e-07	1.01653e-07	1.4376e-07	14.0007	0	1
1373	1.00637e-07	1.00637e-07	1.42322e-07	14.0007	0	1
1374	9.96306e-08	9.96306e-08	1.40899e-07	14.0007	0	1
1375	9.86343e-08	9.86343e-08	1.3949e-07	14.0007	0	1
1376	9.76479e-08	9.76479e-08	1.38095e-07	14.0007	0	1
1377	9.66714e-08	9.66714e-08	1.36714e-07	14.0007	0	1
1378	9.57047e-08	9.57047e-08	1.35347e-07	14.0007	0	1
1379	9.47477e-08	9.47477e-08	1.33993e-07	14.0007	0	1
1380	9.38002e-08	9.38002e-08	1.32654e-07	14.0007	0	1
1381	9.28622e-08	9.28622e-08	1.31327e-07	14.0007	0	1
1382	9.19336e-08	9.19336e-08	1.30014e-07	14.0007	0	1
1383	9.10142e-08	9.10142e-08	1.28714e-07	14.0007	0	1
1384	9.01041e-08	9.01041e-08	1.27426e-07	14.0007	0	1
1385	8.92031e-08	8.92031e-08	1.26152e-07	14.0007	0	1
1386	8.8311e-08	8.8311e-08	1.24891e-07	14.0007	0	1
1387	8.74279e-08	8.74279e-08	1.23642e-07	14.0007	0	1
1388	8.65536e-08	8.65536e-08	1.22405e-07	14.0007	0	1
1389	8.56881e-08	8.56881e-08	1.21181e-07	14.0007	0	1
1390	8.48312e-08	8.48312e-08	1.19969e-07	14.0007	0	1
1391	8.39829e-08	8.39829e-08	1.1877e-07	14.0007	0	1
1392	8.31431e-08	8.31431e-08	1.17582e-07	14.0007	0	1
1393	8.23116e-08	8.23116e-08	1.16406e-07	14.0007	0	1
1394	8.14885e-08	8.14885e-08	1.15242e-07	14.0007	0	1
1395	8.06736e-08	8.06736e-08	1.1409e-07	14.0007	0	1
1396	7.98669e-08	7.98669e-08	1.12949e-07	14.0007	0	1
1397	7.90682e-08	7.90682e-08	1.11819e-07	14.0007	0	1
1398	7.82776e-08	7.82776e-08	1.10701e-07	14.0007	0	1
1399	7.74948e-08	7.74948e-08	1.09594e-07	14.0007	0	1
1400	7.67198e-08	7.67198e-08	1.08498e-07	14.0007	0	1
1401	7.59526e-08	7.59526e-08	1.07413e-07	14.0007	0	1
1402	7.51931e-08	7.51931e-08	1.06339e-07	14.0007	0	1
1403	7.44412e-08	7.44412e-08	1.05276e-07	14.0007	0	1
1404	7.36968e-08	7.36968e-08	1.04223e-07	14.0007	0	1
1405	7.29598e-08	7.29598e-08	1.03181e-07	14.0007	0	1
1406	7.22302e-08	7.22302e-08	1.02149e-07	14.0007	0	1
1407	7.15079e-08	7.15079e-08	1.01127e-07	14.0007	0	1
1408	7.07928e-08	7.07928e-08	1.00116e-07	14.0007	0	1
1409	7.00849e-08	7.00849e-08	9.9115e-08	14.0007	0	1
1410	6.9384e-08	6.9384e-08	9.81238e-08	14.0007	0	1
1411	6.86902e-08	6.86902e-08	9.71426e-08	14.0007	0	1
1412	6.80033e-08	6.80033e-08	9.61712e-08	14.0007	0	1
1413	6.73233e-08	6.73233e-08	9.52095e-08	14.0007	0	1
1414	6.665e-08	6.665e-08	9.42574e-08	14.0007	0	1
1415	6.59835e-08	6.59835e-08	9.33148e-08	14.0007	0	1
1416	6.53237e-08	6.53237e-08	9.23817e-08	14.0007	0	1
1417	6.46705e-08	6.46705e-08	9.14578e-08	14.0007	0	1
1418	6.40238e-08	6.40238e-08	9.05433e-08	14.0007	0	1
1419	6.33835e-08	6.33835e-08	8.96378e-08	14.0007	0	1
1420	6.27497e-08	6.27497e-08	8.87415e-08	14.0007	0	1
1421	6.21222e-08	6.21222e-08	8.7854e-08	14.0007	0	1
1422	6.1501e-08	6.1501e-08	8.69755e-08	14.0007	0	1
1423	6.0886e-08	6.0886e-08	8.61057e-08	14.0007	0	1
1424	6.02771e-08	6.02771e-08	8.52447e-08	14.0007	0	1
1425	5.96743e-08	5.96743e-08	8.43922e-08	14.0007	0	1
1426	5.90776e-08	5.90776e-08	8.35483e-08	14.0007	0	1
1427	5.84868e-08	5.84868e-08	8.27128e-08	14.0007	0	1
1428	5.79019e-08	5.79019e-08	8.18857e-08	14.0007	0	1
1429	5.73229e-08	5.73229e-08	8.10668e-08	14.0007	0	1
1430	5.67497e-08	5.67497e-08	8.02562e-08	14.0007	0	1
1431	5.61822e-08	5.61822e-08	7.94536e-08	14.0007	0	1
1432	5.56204e-08	5.56204e-08	7.86591e-08	14.0007	0	1
1433	5.50642e-08	5.50642e-08	7.78725e-08	14.0007	0	1
1434	5.45135e-08	5.45135e-08	7.70938e-08	14.0007	0	1
1435	5.39684e-08	5.39684e-08	7.63228e-08	14.0007	0	1
1436	5.34287e-08	5.34287e-08	7.55596e-08	14.0007	0	1
1437	5.28944e-08	5.28944e-08	7.4804e-08	14.0007	0	1
1438	5.23655e-08	5.23655e-08	7.4056e-08	14.0007	0	1
1439	5.18418e-08	5.18418e-08	7.33154e-08	14.0007	0	1
1440	5.13234e-08	5.13234e-08	7.25822e-08	14.0007	0	1
1441	5.08102e-08	5.08102e-08	7.18564e-08	14.0007	0	1
1442	5.03021e-08	5.03021e-08	7.11379e-08	14.0007	0	1
1443	4.9799e-08	4.9799e-08	7.04265e-08	14.0007	0	1
1444	4.93011e-08	4.93011e-08	6.97222e-08	14.0007	0	1
1445	4.8808e-08	4.8808e-08	6.9025e-08	14.0007	0	1
1446	4.832e-08	4.832e-08	6.83347e-08	14.0007	0	1
1447	4.78368e-08	4.78368e-08	6.76514e-08	14.0007	0	1
1448	4.73584e-08	4.73584e-08	6.69749e-08	14.0007	0	1
1449	4.68848e-08	4.68848e-08	6.63051e-08	14.0007	0	1
1450	4.6416e-08	4.6416e-08	6.56421e-08	14.0007	0	1
1451	4.59518e-08	4.59518e-08	6.49857e-08	14.0007	0	1
1452	4.54923e-08	4.54923e-08	6.43358e-08	14.0007	0	1
1453	4.50374e-08	4.50374e-08	6.36924e-08	14.0007	0	1
1454	4.4587e-08	4.4587e-08	6.30555e-08	14.0007	0	1
1455	4.41411e-08	4.41411e-08	6.2425e-08	14.0007	0	1
1456	4.36997e-08	4.36997e-08	6.18007e-08	14.0007	0	1
1457	4.32627e-08	4.32627e-08	6.11827e-08	14.0007	0	1
1458	4.28301e-08	4.28301e-08	6.05709e-08	14.0007	0	1
1459	4.24018e-08	4.24018e-08	5.99652e-08	14.0007	0	1
1460	4.19778e-08	4.19778e-08	5.93655e-08	14.0007	0	1
1461	4.1558e-08	4.1558e-08	5.87719e-08	14.0007	0	1
1462	4.11424e-08	4.11424e-08	5.81841e-08	14.0007	0	1
1463	4.0731e-08	4.0731e-08	5.76023e-08	14.0007	0	1
1464	4.03237e-08	4.03237e-08	5.70263e-08	14.0007	0	1
1465	3.99204e-08	3.99204e-08	5.6456e-08	14.0007	0	1
1466	3.95212e-08	3.95212e-08	5.58915e-08	14.0007	0	1
1467	3.9126e-08	3.9126e-08	5.53325e-08	14.0007	0	1
1468	3.87348e-08	3.87348e-08	5.47792e-08	14.0007	0	1
1469	3.83474e-08	3.83474e-08	5.42314e-08	14.0007	0	1
1470	3.79639e-08	3.79639e-08	5.36891e-08	14.0007	0	1
1471	3.75843e-08	3.75843e-08	5.31522e-08	14.0007	0	1
1472	3.72085e-08	3.72085e-08	5.26207e-08	14.0007	0	1
1473	3.68364e-08	3.68364e-08	5.20945e-08	14.0007	0	1
1474	3.6468e-08	3.6468e-08	5.15736e-08	14.0007	0	1
1475	3.61033e-08	3.61033e-08	5.10578e-08	14.0007	0	1
1476	3.57423e-08	3.57423e-08	5.05472e-08	14.0007	0	1
1477	3.53849e-08	3.53849e-08	5.00418e-08	14.0007	0	1
1478	3.5031e-08	3.5031e-08	4.95413e-08	14.0007	0	1
1479	3.46807e-08	3.46807e-08	4.90459e-08	14.0007	0	1
1480	3.43339e-08	3.43339e-08	4.85555e-08	14.0007	0	1
1481	3.39906e-08	3.39906e-08	4.80699e-08	14.0007	0	1
1482	3.36507e-08	3.36507e-08	4.75892e-08	14.0007	0	1
1483	3.33142e-08	3.33142e-08	4.71133e-08	14.0007	0	1
1484	3.2981e-08	3.2981e-08	4.66422e-08	14.0007	0	1
1485	3.26512e-08	3.26512e-08	4.61758e-08	14.0007	0	1
1486	3.23247e-08	3.23247e-08	4.5714e-08	14.0007	0	1
1487	3.20014e-08	3.20014e-08	4.52569e-08	14.0007	0	1
1488	3.16814e-08	3.16814e-08	4.48043e-08	14.0007	0	1
1489	3.13646e-08	3.13646e-08	4.43563e-08	14.0007	0	1
1490	3.1051e-08	3.1051e-08	4.39127e-08	14.0007	0	1
1491	3.07405e-08	3.07405e-08	4.34736e-08	14.0007	0	1
1492	3.04331e-08	3.04331e-08	4.30388e-08	14.0007	0	1
1493	3.01287e-08	3.01287e-08	4.26084e-08	14.0007	0	1
1494	2.98274e-08	2.98274e-08	4.21824e-08	14.0007	0	1
1495	2.95292e-08	2.95292e-08	4.17605e-08	14.0007	0	1
1496	2.92339e-08	2.92339e-08	4.13429e-08	14.0007	0	1
1497	2.89415e-08	2.89415e-08	4.09295e-08	14.0007	0	1
1498	2.86521e-08	2.86521e-08	4.05202e-08	14.0007	0	1
1499	2.83656e-08	2.83656e-08	4.0115e-08	14.0007	0	1
1500	2.80819e-08	2.80819e-08	3.97139e-08	14.0007	0	1
1501	2.78011e-08	2.78011e-08	3.93167e-08	14.0007	0	1
1502	2.75231e-08	2.75231e-08	3.89236e-08	14.0007	0	1
1503	2.72479e-08	2.72479e-08	3.85343e-08	14.0007	0	1
1504	2.69754e-08	2.69754e-08	3.8149e-08	14.0007	0	1
