
Current theta : [ 1.29246 , -1.7168 , 0.991107 ] 


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0	0.99	-0.979907	1.39295	1.39295	1.29246	-1.7168	0.991107
1	0.980201	-0.960191	1.37214	2.76509	1.29246	-1.7168	0.991107
2	0.970599	-0.940843	1.35176	4.11685	1.29246	-1.7168	0.991107
3	0.961191	-0.921857	1.33181	5.44865	1.29246	-1.7168	0.991107
4	0.951972	-0.903225	1.31228	6.76093	1.29246	-1.7168	0.991107
5	0.94294	-0.884942	1.29316	8.05409	1.29246	-1.7168	0.991107
6	0.93409	-0.867001	1.27445	9.32853	1.29246	-1.7168	0.991107
7	0.92542	-0.849394	1.25613	10.5847	1.29246	-1.7168	0.991107
8	0.916926	-0.832116	1.23821	11.8229	1.29246	-1.7168	0.991107
9	0.908605	-0.81516	1.22068	13.0436	1.29246	-1.7168	0.991107
10	0.900454	-0.798521	1.20352	14.2471	1.29246	-1.7168	0.991107
11	0.892468	-0.782192	1.18673	15.4338	1.29246	-1.7168	0.991107
12	0.884647	-0.766167	1.1703	16.6041	1.29246	-1.7168	0.991107
13	0.876985	-0.750441	1.15424	17.7583	1.29246	-1.7168	0.991107
14	0.86948	-0.735008	1.13852	18.8969	1.29246	-1.7168	0.991107
15	0.86213	-0.719863	1.12315	20.02	1.29246	-1.7168	0.991107
16	0.854932	-0.704999	1.10812	21.1281	1.29246	-1.7168	0.991107
17	0.847882	-0.690412	1.09342	22.2216	1.29246	-1.7168	0.991107
18	0.840978	-0.676097	1.07905	23.3006	1.29246	-1.7168	0.991107
19	0.834217	-0.662048	1.065	24.3656	1.29246	-1.7168	0.991107
20	0.827596	-0.64826	1.05126	25.4169	1.29246	-1.7168	0.991107
21	0.821114	-0.634728	1.03784	26.4547	1.29246	-1.7168	0.991107
22	0.814766	-0.621448	1.02472	27.4794	1.29246	-1.7168	0.991107
23	0.808552	-0.608415	1.01189	28.4913	1.29246	-1.7168	0.991107
24	0.802468	-0.595624	0.999361	29.4907	1.29246	-1.7168	0.991107
25	0.796511	-0.58307	0.987118	30.4778	1.29246	-1.7168	0.991107
26	0.790681	-0.570749	0.975157	31.453	1.29246	-1.7168	0.991107
27	0.784973	-0.558657	0.963473	32.4164	1.29246	-1.7168	0.991107
28	0.779387	-0.54679	0.952062	33.3685	1.29246	-1.7168	0.991107
29	0.773919	-0.535142	0.940918	34.3094	1.29246	-1.7168	0.991107
30	0.768567	-0.52371	0.930037	35.2394	1.29246	-1.7168	0.991107
31	0.76333	-0.512491	0.919413	36.1589	1.29246	-1.7168	0.991107
32	0.758205	-0.501479	0.909041	37.0679	1.29246	-1.7168	0.991107
33	0.753191	-0.490671	0.898918	37.9668	1.29246	-1.7168	0.991107
34	0.748284	-0.480063	0.889038	38.8559	1.29246	-1.7168	0.991107
35	0.743483	-0.469652	0.879398	39.7353	1.29246	-1.7168	0.991107
36	0.738787	-0.459433	0.869991	40.6052	1.29246	-1.7168	0.991107
37	0.734192	-0.449404	0.860815	41.4661	1.29246	-1.7168	0.991107
38	0.729698	-0.439559	0.851864	42.3179	1.29246	-1.7168	0.991107
39	0.725303	-0.429897	0.843134	43.1611	1.29246	-1.7168	0.991107
40	0.721004	-0.420414	0.834622	43.9957	1.29246	-1.7168	0.991107
41	0.7168	-0.411105	0.826323	44.822	1.29246	-1.7168	0.991107
42	0.712689	-0.401969	0.818232	45.6402	1.29246	-1.7168	0.991107
43	0.708669	-0.393001	0.810346	46.4506	1.29246	-1.7168	0.991107
44	0.704739	-0.384199	0.802662	47.2532	1.29246	-1.7168	0.991107
45	0.700897	-0.375559	0.795174	48.0484	1.29246	-1.7168	0.991107
46	0.697141	-0.367079	0.787879	48.8363	1.29246	-1.7168	0.991107
47	0.69347	-0.358755	0.780773	49.6171	1.29246	-1.7168	0.991107
48	0.689883	-0.350584	0.773852	50.3909	1.29246	-1.7168	0.991107
49	0.686377	-0.342564	0.767114	51.158	1.29246	-1.7168	0.991107
50	0.682951	-0.334691	0.760553	51.9186	1.29246	-1.7168	0.991107
51	0.679605	-0.326964	0.754167	52.6728	1.29246	-1.7168	0.991107
52	0.676335	-0.319379	0.747952	53.4207	1.29246	-1.7168	0.991107
53	0.673141	-0.311933	0.741904	54.1626	1.29246	-1.7168	0.991107
54	0.670022	-0.304624	0.73602	54.8986	1.29246	-1.7168	0.991107
55	0.666976	-0.29745	0.730296	55.6289	1.29246	-1.7168	0.991107
56	0.664001	-0.290407	0.72473	56.3537	1.29246	-1.7168	0.991107
57	0.661097	-0.283494	0.719318	57.073	1.29246	-1.7168	0.991107
58	0.658262	-0.276708	0.714056	57.787	1.29246	-1.7168	0.991107
59	0.655495	-0.270046	0.708942	58.496	1.29246	-1.7168	0.991107
60	0.652794	-0.263506	0.703972	59.1999	1.29246	-1.7168	0.991107
61	0.650159	-0.257087	0.699143	59.8991	1.29246	-1.7168	0.991107
62	0.647589	-0.250785	0.694452	60.5935	1.29246	-1.7168	0.991107
63	0.645081	-0.244598	0.689897	61.2834	1.29246	-1.7168	0.991107
64	0.642635	-0.238525	0.685473	61.9689	1.29246	-1.7168	0.991107
65	0.640249	-0.232563	0.681179	62.6501	1.29246	-1.7168	0.991107
66	0.637924	-0.22671	0.677011	63.3271	1.29246	-1.7168	0.991107
67	0.635657	-0.220965	0.672967	64.0001	1.29246	-1.7168	0.991107
68	0.633447	-0.215324	0.669044	64.6691	1.29246	-1.7168	0.991107
69	0.631294	-0.209786	0.665238	65.3343	1.29246	-1.7168	0.991107
70	0.629196	-0.204349	0.661548	65.9959	1.29246	-1.7168	0.991107
71	0.627153	-0.199012	0.657971	66.6539	1.29246	-1.7168	0.991107
72	0.625162	-0.193772	0.654504	67.3084	1.29246	-1.7168	0.991107
73	0.623225	-0.188627	0.651145	67.9595	1.29246	-1.7168	0.991107
74	0.621338	-0.183576	0.64789	68.6074	1.29246	-1.7168	0.991107
75	0.619503	-0.178618	0.644739	69.2521	1.29246	-1.7168	0.991107
76	0.617716	-0.173749	0.641687	69.8938	1.29246	-1.7168	0.991107
77	0.615979	-0.168969	0.638734	70.5326	1.29246	-1.7168	0.991107
78	0.614289	-0.164276	0.635876	71.1684	1.29246	-1.7168	0.991107
79	0.612647	-0.159668	0.633111	71.8016	1.29246	-1.7168	0.991107
80	0.61105	-0.155144	0.630438	72.432	1.29246	-1.7168	0.991107
81	0.609498	-0.150702	0.627853	73.0598	1.29246	-1.7168	0.991107
82	0.607991	-0.146341	0.625355	73.6852	1.29246	-1.7168	0.991107
83	0.606528	-0.142059	0.622942	74.3081	1.29246	-1.7168	0.991107
84	0.605107	-0.137854	0.620611	74.9288	1.29246	-1.7168	0.991107
85	0.603729	-0.133725	0.618362	75.5471	1.29246	-1.7168	0.991107
86	0.602392	-0.129671	0.61619	76.1633	1.29246	-1.7168	0.991107
87	0.601095	-0.125691	0.614095	76.7774	1.29246	-1.7168	0.991107
88	0.599838	-0.121782	0.612076	77.3895	1.29246	-1.7168	0.991107
89	0.59862	-0.117944	0.610129	77.9996	1.29246	-1.7168	0.991107
90	0.597441	-0.114175	0.608253	78.6079	1.29246	-1.7168	0.991107
91	0.596299	-0.110474	0.606446	79.2143	1.29246	-1.7168	0.991107
92	0.595194	-0.10684	0.604707	79.819	1.29246	-1.7168	0.991107
93	0.594126	-0.103271	0.603034	80.422	1.29246	-1.7168	0.991107
94	0.593093	-0.0997666	0.601426	81.0235	1.29246	-1.7168	0.991107
95	0.592095	-0.096325	0.59988	81.6234	1.29246	-1.7168	0.991107
96	0.591132	-0.0929452	0.598395	82.2217	1.29246	-1.7168	0.991107
97	0.590203	-0.089626	0.596969	82.8187	1.29246	-1.7168	0.991107
98	0.589306	-0.0863664	0.595602	83.4143	1.29246	-1.7168	0.991107
99	0.588443	-0.0831652	0.594291	84.0086	1.29246	-1.7168	0.991107


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0	0.99	-0.979897	1.39295	1.39295	1.29346	-1.7168	0.991107
1	0.980201	-0.960171	1.37212	2.76507	1.29346	-1.7168	0.991107
2	0.970599	-0.940814	1.35174	4.11681	1.29346	-1.7168	0.991107
3	0.961191	-0.921818	1.33178	5.44859	1.29346	-1.7168	0.991107
4	0.951973	-0.903178	1.31224	6.76083	1.29346	-1.7168	0.991107
5	0.942941	-0.884886	1.29312	8.05395	1.29346	-1.7168	0.991107
6	0.934092	-0.866936	1.2744	9.32836	1.29346	-1.7168	0.991107
7	0.925423	-0.849321	1.25609	10.5844	1.29346	-1.7168	0.991107
8	0.91693	-0.832035	1.23816	11.8226	1.29346	-1.7168	0.991107
9	0.908609	-0.815072	1.22062	13.0432	1.29346	-1.7168	0.991107
10	0.900459	-0.798425	1.20346	14.2467	1.29346	-1.7168	0.991107
11	0.892474	-0.782088	1.18666	15.4333	1.29346	-1.7168	0.991107
12	0.884654	-0.766057	1.17024	16.6036	1.29346	-1.7168	0.991107
13	0.876993	-0.750324	1.15417	17.7577	1.29346	-1.7168	0.991107
14	0.86949	-0.734884	1.13845	18.8962	1.29346	-1.7168	0.991107
15	0.862141	-0.719732	1.12308	20.0193	1.29346	-1.7168	0.991107
16	0.854944	-0.704862	1.10804	21.1273	1.29346	-1.7168	0.991107
17	0.847895	-0.690269	1.09334	22.2207	1.29346	-1.7168	0.991107
18	0.840992	-0.675947	1.07897	23.2996	1.29346	-1.7168	0.991107
19	0.834233	-0.661892	1.06492	24.3645	1.29346	-1.7168	0.991107
20	0.827614	-0.648099	1.05118	25.4157	1.29346	-1.7168	0.991107
21	0.821133	-0.634561	1.03775	26.4535	1.29346	-1.7168	0.991107
22	0.814787	-0.621276	1.02463	27.4781	1.29346	-1.7168	0.991107
23	0.808575	-0.608237	1.0118	28.4899	1.29346	-1.7168	0.991107
24	0.802492	-0.595441	0.999272	29.4892	1.29346	-1.7168	0.991107
25	0.796538	-0.582882	0.987028	30.4762	1.29346	-1.7168	0.991107
